88,83,84,84,76,77,72,73,79,80,74,71,71,77,74,76,76,78,81,82,81,74,75,77
80,84,86,90,91,89,87,82,81,80,84,82,79,76,79,77,88,93,94,93,96,96,96,83
86,86,87,87,88,86,81,74,67,61,57,52,47,50,48,50,52,54,84,84,88,92,91,92
91,91,93,92,90,89,92,93,91,93,89,95,96,91,82,87,87,79,80,82,87,79,88,90
87,89,92,91,91,92,90,88,84,79,91,91,83,71,83,74,67,90,88,92,90,90,82,85
82,88,85,84,84,85,84,80,72,66,72,79,69,61,54,48,51,81,71,70,76,91,92,88
81,77,77,78,76,84,81,87,79,76,74,75,69,84,71,74,64,88,92,88,90,87,91,92
90,90,91,91,91,87,83,75,71,65,58,50,49,47,38,39,40,40,43,48,55,65,74,81
85,83,86,92,87,84,83,91,87,81,78,75,66,59,64,61,62,68,68,72,87,94,94,95
95,96,97,97,99,100,98,95,96,95,100,83,69,61,61,84,88,72,81,80,87,87,89,94
93,95,96,97,97,95,92,87,80,70,64,61,59,64,65,92,91,92,92,96,96,96,98,97
99,99,100,96,96,96,100,94,89,92,94,97,98,94,92,89,88,85,80,80,81,82,84,84
86,87,84,85,87,86,85,83,89,93,100,92,81,81,76,75,72,65,68,74,79,80,79,82
88,92,93,96,98,94,87,76,70,66,63,56,48,42,41,38,40,42,42,43,48,53,67,74
76,81,84,86,89,89,78,74,70,65,63,58,50,43,43,37,32,24,29,34,39,41,40,43
51,55,57,60,59,60,58,49,47,43,40,30,31,25,21,23,21,33,42,37,48,56,55,53
59,63,61,65,71,68,63,57,61,62,51,51,51,53,53,50,51,51,51,55,61,63,67,66
73,80,81,82,79,74,67,65,67,68,61,54,39,40,35,31,33,32,35,47,50,49,51,66
71,70,68,71,73,77,65,64,61,54,46,42,41,37,39,43,48,50,53,52,69,62,66,68
68,74,81,85,83,80,79,73,69,62,58,57,54,55,54,56,60,56,60,65,68,71,74,75
78,83,85,86,88,88,85,82,77,70,61,53,47,44,47,45,44,48,47,48,51,55,77,83
82,76,72,69,78,86,96,100,100,99,100,96,86,86,83,80,72,79,75,81,87,80,82,86
89,89,90,92,92,90,81,74,69,64,59,52,50,49,47,44,44,45,49,62,61,65,67,66
73,74,68,75,75,78,78,74,66,56,49,57,46,44,72,71,62,85,75,72,85,83,90,90
91,94,93,92,92,91,86,83,78,74,68,63,60,57,54,56,49,54,52,57,63,68,72,76
79,80,80,81,79,77,74,67,58,50,46,42,43,41,41,39,39,38,42,46,50,53,54,54
54,57,59,61,64,63,63,66,66,84,69,50,48,42,40,35,34,38,42,45,50,53,56,58
63,66,68,69,68,68,77,77,80,92,95,94,92,93,93,90,84,80,85,85,87,82,83,85
91,93,93,87,87,87,77,70,70,74,78,73,81,92,94,97,97,100,100,100,92,95,93,94
95,93,94,92,91,88,85,80,74,69,71,63,67,63,63,64,77,74,70,70,69,69,73,75
77,77,81,81,84,82,80,81,79,73,69,67,66,64,60,74,64,55,49,55,58,64,70,76
83,84,86,89,91,91,85,75,70,66,58,52,54,53,51,48,49,47,52,58,64,70,76,81
82,85,86,86,88,85,75,68,60,55,51,47,45,49,45,41,43,47,52,64,84,90,90,93
94,92,91,91,92,88,86,84,78,73,68,66,54,51,48,56,55,51,49,53,59,66,70,75
77,83,86,90,90,86,79,68,55,53,49,49,48,46,47,46,47,48,55,58,65,72,74,80
87,87,90,91,92,90,75,65,57,46,45,44,43,42,40,41,38,40,41,52,53,58,63,63
66,68,70,78,81,78,69,62,54,48,43,42,41,40,43,41,41,44,47,54,63,68,72,75
77,80,81,84,85,83,81,74,68,63,62,56,51,46,41,44,47,49,53,58,64,67,73,73
73,81,84,84,82,82,83,78,77,71,64,60,51,46,50,77,90,89,85,85,89,92,91,90
93,94,95,96,95,91,82,77,71,63,57,50,45,41,41,38,42,41,57,66,69,75,83,91
95,96,98,98,98,96,96,96,96,94,92,93,90,86,76,70,77,81,85,86,91,92,93,94
96,100,98,96,97,98,96,92,100,98,91,85,89,90,97,100,96,95,96,98,100,100,97,97
96,96,100,98,99,99,100,96,95,96,95,94,95,93,95,96,95,90,85,88,91,90,91,94
100,99,98,99,99,99,99,89,73,69,59,54,54,51,55,80,91,86,80,82,86,89,92,94
93,93,92,94,97,99,96,88,73,53,47,44,45,44,42,44,46,47,50,55,63,65,67,71
67,73,77,80,81,81,80,87,86,75,69,66,64,60,54,54,58,59,61,71,75,79,85,85
76,81,80,84,93,95,96,96,95,91,87,90,74,70,77,65,61,57,61,63,68,64,70,72
72,75,81,85,84,86,84,80,76,74,65,63,58,58,53,49,42,41,52,58,62,69,71,78
78,80,83,86,87,88,83,74,63,57,53,51,51,47,47,45,47,53,55,60,62,69,70,73
77,84,86,89,90,90,85,75,66,61,59,51,46,35,33,39,37,41,45,58,61,63,67,74
75,77,82,84,85,82,80,79,77,70,63,49,57,77,60,62,62,67,74,76,81,85,88,91
92,93,96,98,99,99,99,100,99,96,93,77,72,69,69,75,74,78,82,88,92,93,94,99
99,98,98,98,100,100,94,91,87,87,87,100,92,79,71,64,63,74,79,86,87,92,96,100
96,96,97,99,99,100,92,83,73,68,62,60,57,60,63,68,64,66,68,69,73,79,82,85
85,84,83,85,100,98,100,90,85,80,75,69,69,84,88,73,65,63,65,70,76,81,88,90
92,94,94,94,94,94,91,80,75,70,70,70,73,63,71,66,69,68,69,76,79,82,86,88
90,91,93,94,94,93,92,87,80,75,74,68,67,64,71,61,61,61,68,66,64,64,67,70
74,78,79,81,82,83,81,76,75,71,70,63,61,56,55,58,63,62,71,73,73,77,78,76
76,78,82,85,88,88,82,72,71,60,55,50,50,52,50,45,49,55,58,62,66,72,75,81
84,87,93,93,95,100,95,77,63,54,54,50,47,51,47,44,49,54,58,64,64,70,78,81
84,87,83,82,87,89,85,80,70,68,56,51,43,49,65,61,61,62,69,92,94,96,94,95
94,92,91,90,90,97,95,94,90,83,78,75,73,75,75,75,85,92,90,91,91,93,94,92
92,91,90,90,90,91,89,93,88,82,75,76,72,72,67,69,68,70,72,79,84,85,84,85
87,86,91,94,95,95,94,92,84,75,70,66,59,60,65,62,65,62,65,65,67,70,73,77
78,79,81,91,97,98,98,99,100,94,93,94,85,74,67,86,83,85,80,88,88,85,86,87
88,89,90,91,91,91,87,83,84,81,83,92,87,75,75,71,81,79,83,85,85,91,95,100
100,97,100,97,100,98,95,90,80,72,71,71,59,54,53,50,52,51,57,66,74,78,76,82
87,93,94,94,93,94,92,82,78,72,70,76,77,76,78,86,86,86,88,87,84,87,92,92
94,95,96,97,99,97,96,92,89,80,78,75,74,73,72,68,73,74,76,80,83,85,90,87
84,84,87,91,96,97,94,94,92,90,90,86,85,82,81,82,84,82,82,86,81,74,73,76
74,75,77,83,85,86,87,83,79,78,76,72,71,68,65,66,62,60,64,70,74,77,83,85
87,89,90,90,89,89,93,95,95,92,93,96,97,100,94,87,79,82,87,86,89,90,90,92
94,94,95,95,95,94,92,89,86,82,80,77,71,65,68,66,69,81,83,83,84,88,91,90
91,91,94,100,96,100,94,89,78,75,71,70,71,75,76,79,79,82,85,86,88,88,92,92
75,73,72,74,75,75,74,74,73,71,70,70,69,67,70,68,72,71,72,79,82,81,82,84
87,89,90,93,90,87,86,86,80,71,67,66,65,59,58,58,58,63,70,74,68,89,93,92
89,91,92,91,81,82,86,83,76,65,65,60,55,53,51,50,52,57,63,68,71,75,77,76
75,77,80,82,85,84,84,80,73,65,60,54,51,50,49,46,47,51,58,65,68,74,76,78
76,78,79,79,79,82,82,81,72,69,64,60,56,54,48,49,53,53,58,59,63,67,72,84
93,96,100,100,100,97,98,98,100,99,97,94,89,80,93,80,71,73,67,72,69,74,82,83
84,86,87,91,90,91,90,84,78,71,67,65,62,63,55,55,57,60,66,71,73,77,81,82
84,86,87,89,88,86,83,78,74,71,68,67,64,63,62,62,62,64,71,72,70,70,70,75
77,79,82,83,83,84,84,80,73,66,62,58,51,51,48,47,49,55,60,63,65,70,74,78
82,85,89,90,91,91,90,87,84,72,66,56,55,53,47,50,53,58,69,80,85,87,88,93
97,98,99,99,99,98,99,94,83,70,64,52,48,42,43,45,47,53,58,65,70,75,78,80
87,90,92,93,92,94,92,83,77,68,58,52,49,41,41,35,36,44,48,52,56,61,66,77
76,83,83,84,87,89,90,88,90,95,94,92,85,80,80,78,81,83,90,92,93,93,95,96
96,95,94,94,93,93,95,89,81,71,61,57,61,56,53,47,58,66,75,78,78,81,84,87
88,86,89,91,94,89,88,88,86,88,89,89,91,95,88,87,87,91,96,96,97,97,95,96
96,96,100,97,100,98,100,95,92,89,83,79,78,81,87,93,96,93,95,96,100,99,100,97
97,97,96,97,97,95,96,96,96,100,95,97,95,92,92,92,94,94,89,85,81,79,80,77
77,77,80,81,82,83,84,83,83,81,74,73,72,83,80,77,77,79,82,83,83,84,86,88
89,93,94,97,98,99,99,100,98,91,82,75,69,68,70,68,79,78,83,84,84,84,84,85
88,92,93,92,94,92,94,94,94,92,92,94,94,92,90,87,87,91,92,93,94,94,97,98
99,99,99,99,99,99,99,97,92,85,73,71,72,72,75,71,70,79,86,87,88,90,91,93
95,94,95,100,97,100,97,95,92,89,88,87,86,85,85,85,87,88,90,92,92,92,95,96
97,98,99,97,95,95,96,95,91,88,84,78,78,78,80,80,83,86,89,88,88,88,92,95
96,99,98,99,99,99,99,99,100,86,75,71,69,64,61,63,65,69,71,77,84,90,93,93
95,100,99,99,99,99,99,99,100,98,83,70,64,62,60,70,65,73,83,88,92,93,93,96
97,100,99,99,99,99,100,95,91,81,76,72,77,72,70,71,75,75,76,79,86,83,85,80
81,81,72,73,73,71,75,69,67,69,65,63,65,63,63,63,63,69,74,76,79,78,77,77
76,79,79,78,77,82,83,82,71,67,64,62,61,58,62,63,69,75,78,79,83,84,82,80
80,80,80,84,81,84,88,88,79,68,65,66,65,67,66,71,77,81,84,85,87,87,88,87
86,86,93,96,97,100,97,94,92,89,85,83,93,84,73,74,77,81,81,80,83,87,89,89
84,87,90,90,91,93,95,93,83,69,65,68,62,57,51,54,58,66,74,79,76,84,83,89
94,95,95,94,96,95,94,91,82,69,64,56,51,45,46,44,47,53,59,63,63,74,79,80
83,82,85,87,87,90,89,84,73,63,56,47,45,42,42,41,45,52,59,60,66,72,78,83
85,87,90,88,92,91,91,89,88,83,77,76,71,66,69,69,78,80,79,82,84,83,83,83
84,83,86,87,87,88,89,90,84,77,73,69,64,64,64,67,68,69,70,70,69,75,89,97
95,95,94,93,92,93,92,90,87,85,73,64,62,57,60,58,60,62,65,66,83,81,81,80
80,82,83,84,87,89,92,92,85,77,63,53,52,50,48,53,60,65,66,69,71,83,88,91
93,93,95,96,96,100,100,100,93,81,75,66,64,68,66,66,68,73,74,75,79,80,82,82
88,91,91,92,92,94,96,96,97,88,80,75,75,75,83,87,89,90,91,92,92,91,91,90
91,90,92,92,93,94,93,93,85,79,79,72,70,71,75,73,73,75,78,81,83,84,85,90
92,94,95,96,96,94,94,92,91,86,79,65,64,69,70,72,76,79,79,79,83,83,83,85
83,83,84,86,86,86,86,86,88,88,88,86,87,86,85,86,87,88,87,87,87,88,88,90
91,91,90,91,92,90,91,91,91,91,91,90,85,85,85,84,84,86,86,86,87,86,87,86
89,91,90,90,91,93,95,94,94,92,90,87,85,84,85,85,88,89,90,93,95,96,95,94
94,94,95,95,95,96,100,96,94,95,93,93,92,95,100,96,95,93,94,100,97,97,97,97
97,100,97,100,100,96,96,100,98,99,99,100,100,96,91,88,91,95,93,95,100,100,100,97
100,95,94,94,94,94,94,93,91,88,78,73,69,67,70,71,75,77,82,84,85,87,90,89
90,88,89,90,90,90,89,91,89,89,91,92,90,87,95,95,93,94,91,92,96,97,100,100
99,100,99,99,99,99,99,100,99,98,90,79,73,75,76,76,76,77,77,79,80,80,80,78
81,80,77,78,80,81,82,82,82,82,83,83,81,81,81,82,82,82,82,83,85,86,87,88
92,100,97,98,99,99,99,99,100,99,99,100,100,99,99,99,100,97,98,97,98,100,100,99
100,100,99,99,99,99,99,98,99,99,100,91,87,87,88,94,90,87,90,89,82,82,83,87
87,89,90,88,87,90,89,89,87,85,83,80,81,75,75,80,85,84,80,84,86,89,92,94
95,96,98,98,99,100,99,99,99,99,99,100,97,91,91,93,89,90,93,100,97,95,88,88
87,91,95,96,100,98,98,95,91,90,84,85,84,78,78,81,79,84,89,87,86,85,86,85
87,89,87,87,89,95,96,95,95,94,95,96,97,93,88,88,87,82,83,82,83,82,83,86
86,85,85,85,84,88,89,88,89,87,84,81,78,80,81,84,88,87,82,83,85,84,86,85
83,90,95,90,94,93,92,90,87,83,80,75,73,82,89,87,92,90,91,90,92,86,85,85
84,84,81,82,85,84,85,87,85,84,81,80,73,69,86,93,87,83,81,89,90,90,91,91
92,94,95,96,96,95,96,100,99,99,99,99,99,98,97,97,96,95,95,96,96,94,94,96
96,95,94,92,92,92,94,96,96,96,95,95,96,100,96,94,95,96,100,94,94,95,93,94
95,96,96,94,94,95,94,94,92,90,87,81,75,71,70,69,74,81,88,92,94,93,94,94
94,96,96,97,100,98,99,99,100,94,92,87,87,87,89,91,90,93,94,93,92,93,94,94
93,93,94,94,94,94,96,94,93,90,88,81,78,75,76,79,86,88,90,91,90,91,89,86
89,91,93,94,96,94,94,93,90,90,88,90,92,94,94,96,100,100,100,99,99,100,98,99
99,99,99,99,99,99,99,99,99,100,100,96,96,95,95,95,95,96,95,97,97,98,100,100
98,100,100,100,100,100,96,97,100,98,93,100,95,89,85,86,82,85,85,86,87,87,88,88
87,86,86,87,88,90,91,92,93,93,88,88,84,84,85,90,93,94,96,97,98,98,99,99
98,99,99,99,99,99,99,99,99,99,100,94,92,90,89,89,94,96,97,98,99,98,98,100
98,100,97,97,100,97,97,96,97,92,86,80,79,75,76,79,82,85,89,87,86,87,89,88
88,88,89,90,90,92,92,93,89,87,84,81,82,81,81,82,82,83,84,86,85,84,84,84
85,83,84,84,85,86,89,93,95,96,96,98,100,100,99,99,98,95,95,94,93,93,94,95
95,93,89,89,90,89,89,84,81,74,69,69,67,69,71,69,70,74,79,84,85,85,85,89
88,88,84,90,98,100,97,95,96,96,94,89,86,82,83,81,81,82,84,86,84,84,85,83
81,84,81,86,89,89,78,76,71,71,72,72,71,66,68,71,76,82,86,89,88,85,85,86
86,86,86,84,84,86,86,84,83,82,80,77,74,71,73,72,74,77,77,77,80,78,79,79
82,81,84,87,89,89,89,90,96,99,99,99,99,99,97,96,96,96,96,96,95,92,90,90
89,89,88,88,88,87,85,84,81,80,77,74,73,72,74,80,81,81,81,82,88,94,95,95
95,94,95,95,94,93,91,92,93,93,91,91,91,91,85,85,83,83,86,86,86,89,91,97
98,100,100,98,97,96,97,98,100,97,97,96,94,91,88,86,87,88,90,91,90,89,89,88
89,88,89,87,86,85,90,89,87,85,85,78,76,74,73,75,80,92,93,93,92,85,80,78
78,80,85,83,80,80,80,82,88,87,88,85,91,81,84,89,89,89,87,87,91,92,92,87
85,82,81,82,83,87,89,90,89,88,86,85,83,81,82,83,86,86,87,88,89,88,88,91
91,88,87,88,84,91,93,94,95,94,91,89,88,88,87,84,83,83,81,80,80,82,80,82
83,82,82,84,83,84,83,84,83,83,80,75,73,78,75,76,78,79,79,79,89,90,92,89
88,86,86,87,88,95,95,95,95,93,90,84,73,71,80,71,70,73,78,81,79,77,74,73
80,78,76,77,77,77,75,74,74,74,71,71,70,69,70,73,77,83,83,82,80,79,81,81
77,72,73,72,75,78,73,76,74,76,77,78,81,81,80,84,88,89,92,95,97,100,100,99
98,100,97,97,97,98,98,98,100,97,89,83,80,79,81,84,90,92,93,94,95,95,95,95
95,94,96,95,98,99,99,99,99,99,100,97,98,100,99,100,99,98,94,93,93,93,93,95
96,96,96,98,97,97,97,97,97,98,99,99,99,98,97,95,96,96,95,95,92,92,93,92
93,92,92,89,90,89,76,71,71,72,69,67,67,78,80,71,71,70,73,72,75,72,72,74
74,75,75,76,76,77,78,77,79,78,74,77,76,77,78,81,89,90,90,93,95,95,96,97
94,91,88,86,80,79,84,85,90,87,83,81,77,75,74,78,84,85,87,87,85,85,87,87
87,88,90,91,90,90,89,91,87,86,85,85,84,83,84,83,83,83,84,83,83,85,88,88
88,88,90,89,89,91,90,90,91,88,85,77,79,80,81,84,84,83,83,83,84,86,86,86
87,88,88,89,89,89,89,89,89,89,89,88,88,87,87,88,88,88,89,90,90,91,90,91
91,92,92,91,92,91,92,90,90,89,88,88,90,90,88,86,88,87,87,88,88,90,91,92
93,94,93,94,94,94,95,95,96,96,96,96,95,95,96,96,96,97,97,100,100,97,97,98
100,99,98,98,98,98,100,98,98,98,100,98,98,98,98,98,98,100,98,98,98,98,100,100
98,98,100,100,97,97,100,100,100,98,98,100,98,98,100,100,100,98,100,96,96,96,95,96
96,100,98,98,98,99,98,100,98,100,91,82,77,73,76,83,94,91,88,88,91,93,94,96
100,100,99,99,99,100,100,99,100,98,97,96,95,96,96,96,96,94,92,90,92,92,88,88
90,89,89,88,88,89,89,91,92,92,90,80,76,75,76,80,81,83,86,88,89,89,89,87
88,87,87,87,86,88,88,87,86,75,70,70,70,71,71,72,72,75,76,77,78,82,90,94
96,99,99,99,99,99,99,99,99,99,99,99,99,99,91,88,86,86,90,91,92,91,91,90
89,88,88,88,88,87,87,87,86,84,84,83,81,81,80,81,82,83,83,85,86,87,87,86
87,89,88,83,81,83,81,73,70,67,60,59,62,64,68,71,74,80,82,84,84,86,86,87
88,89,90,88,87,88,88,90,92,91,87,85,83,81,77,79,81,83,84,86,89,96,95,95
94,96,95,95,95,95,95,94,94,93,90,81,84,84,85,88,89,92,92,93,94,96,100,100
